ID_Empleado,Periodo_Evaluacion,Score_Desempeno,Score_Potencial
EMP-0658,Periodo_2024,2,Medio
EMP-0658,Periodo_2025,2,Medio
EMP-0659,Periodo_2023,3,Bajo
EMP-0659,Periodo_2024,4,Medio
EMP-0659,Periodo_2025,2,Medio
EMP-0660,Periodo_2023,3,Medio
EMP-0660,Periodo_2024,4,Bajo
EMP-0660,Periodo_2025,3,Medio
EMP-0661,Periodo_2023,3,Medio
EMP-0661,Periodo_2024,2,Medio
EMP-0661,Periodo_2025,1,Medio
EMP-0662,Periodo_2023,3,Alto
EMP-0662,Periodo_2024,4,Bajo
EMP-0662,Periodo_2025,4,Medio
EMP-0663,Periodo_2023,3,Bajo
EMP-0663,Periodo_2024,2,Medio
EMP-0663,Periodo_2025,4,Medio
EMP-0664,Periodo_2023,5,Medio
EMP-0664,Periodo_2024,3,Alto
EMP-0664,Periodo_2025,3,Bajo
EMP-0665,Periodo_2023,3,Medio
EMP-0665,Periodo_2024,3,Medio
EMP-0665,Periodo_2025,4,Medio
EMP-0666,Periodo_2023,3,Medio
EMP-0666,Periodo_2024,3,Medio
EMP-0666,Periodo_2025,5,Medio
EMP-0667,Periodo_2023,3,Alto
EMP-0667,Periodo_2024,5,Bajo
EMP-0667,Periodo_2025,2,Medio
EMP-0668,Periodo_2023,5,Medio
EMP-0668,Periodo_2024,3,Medio
EMP-0668,Periodo_2025,3,Alto
EMP-0669,Periodo_2023,3,Alto
EMP-0669,Periodo_2024,3,Alto
EMP-0669,Periodo_2025,3,Medio
EMP-0670,Periodo_2023,5,Medio
EMP-0670,Periodo_2024,3,Bajo
EMP-0670,Periodo_2025,3,Alto
EMP-0671,Periodo_2023,3,Medio
EMP-0671,Periodo_2024,3,Medio
EMP-0671,Periodo_2025,3,Medio
EMP-0672,Periodo_2023,2,Alto
EMP-0672,Periodo_2024,4,Medio
EMP-0672,Periodo_2025,3,Medio
EMP-0673,Periodo_2023,3,Medio
EMP-0673,Periodo_2024,3,Alto
EMP-0673,Periodo_2025,2,Medio
EMP-0674,Periodo_2023,5,Bajo
EMP-0674,Periodo_2024,4,Medio
EMP-0674,Periodo_2025,2,Bajo
EMP-0675,Periodo_2023,2,Bajo
EMP-0675,Periodo_2024,1,Medio
EMP-0675,Periodo_2025,1,Medio
EMP-0676,Periodo_2023,4,Alto
EMP-0676,Periodo_2024,3,Alto
EMP-0676,Periodo_2025,1,Bajo
EMP-0677,Periodo_2023,3,Medio
EMP-0677,Periodo_2024,3,Medio
EMP-0677,Periodo_2025,1,Medio
EMP-0678,Periodo_2023,2,Medio
EMP-0678,Periodo_2024,3,Bajo
EMP-0678,Periodo_2025,1,Medio
EMP-0679,Periodo_2023,3,Medio
EMP-0679,Periodo_2024,3,Alto
EMP-0679,Periodo_2025,3,Bajo
EMP-0680,Periodo_2023,3,Medio
EMP-0680,Periodo_2024,1,Medio
EMP-0680,Periodo_2025,3,Medio
EMP-0681,Periodo_2023,3,Medio
EMP-0681,Periodo_2024,5,Alto
EMP-0681,Periodo_2025,3,Medio
EMP-0682,Periodo_2023,4,Alto
EMP-0682,Periodo_2024,4,Bajo
EMP-0682,Periodo_2025,1,Alto
EMP-0683,Periodo_2023,4,Medio
EMP-0683,Periodo_2024,5,Medio
EMP-0683,Periodo_2025,3,Medio
EMP-0684,Periodo_2023,3,Medio
EMP-0684,Periodo_2024,5,Medio
EMP-0684,Periodo_2025,4,Alto
EMP-0685,Periodo_2023,2,Bajo
EMP-0685,Periodo_2024,3,Medio
EMP-0685,Periodo_2025,3,Bajo
EMP-0686,Periodo_2023,3,Bajo
EMP-0686,Periodo_2024,2,Bajo
EMP-0686,Periodo_2025,4,Medio
EMP-0687,Periodo_2023,5,Alto
EMP-0687,Periodo_2024,5,Medio
EMP-0687,Periodo_2025,4,Bajo
EMP-0688,Periodo_2023,2,Alto
EMP-0688,Periodo_2024,1,Alto
EMP-0688,Periodo_2025,3,Medio
EMP-0689,Periodo_2023,3,Medio
EMP-0689,Periodo_2024,4,Medio
EMP-0689,Periodo_2025,3,Bajo
EMP-0690,Periodo_2023,3,Medio
EMP-0690,Periodo_2024,1,Bajo
EMP-0690,Periodo_2025,3,Medio
EMP-0691,Periodo_2023,3,Medio
EMP-0691,Periodo_2024,3,Medio
EMP-0691,Periodo_2025,3,Medio
EMP-0692,Periodo_2023,3,Bajo
EMP-0692,Periodo_2024,3,Medio
EMP-0692,Periodo_2025,3,Alto
EMP-0693,Periodo_2023,3,Medio
EMP-0693,Periodo_2024,3,Medio
EMP-0693,Periodo_2025,3,Bajo
EMP-0694,Periodo_2023,5,Bajo
EMP-0694,Periodo_2024,3,Medio
EMP-0694,Periodo_2025,5,Medio
EMP-0695,Periodo_2023,4,Medio
EMP-0695,Periodo_2024,2,Medio
EMP-0695,Periodo_2025,3,Medio
EMP-0696,Periodo_2023,4,Alto
EMP-0696,Periodo_2024,4,Alto
EMP-0696,Periodo_2025,2,Bajo
EMP-0697,Periodo_2023,4,Alto
EMP-0697,Periodo_2024,2,Medio
EMP-0697,Periodo_2025,4,Bajo
EMP-0698,Periodo_2023,3,Medio
EMP-0698,Periodo_2024,5,Medio
EMP-0698,Periodo_2025,4,Medio
EMP-0699,Periodo_2023,3,Bajo
EMP-0699,Periodo_2024,5,Medio
EMP-0699,Periodo_2025,3,Alto
EMP-0700,Periodo_2023,1,Alto
EMP-0700,Periodo_2024,3,Medio
EMP-0700,Periodo_2025,2,Alto
EMP-0701,Periodo_2023,4,Bajo
EMP-0701,Periodo_2024,2,Alto
EMP-0701,Periodo_2025,2,Medio
EMP-0702,Periodo_2023,4,Alto
EMP-0702,Periodo_2024,4,Medio
EMP-0702,Periodo_2025,5,Medio
EMP-0703,Periodo_2023,3,Bajo
EMP-0703,Periodo_2024,5,Medio
EMP-0703,Periodo_2025,1,Medio
EMP-0704,Periodo_2023,3,Alto
EMP-0704,Periodo_2024,3,Medio
EMP-0704,Periodo_2025,3,Bajo
EMP-0705,Periodo_2023,4,Bajo
EMP-0705,Periodo_2024,3,Medio
EMP-0705,Periodo_2025,3,Bajo
EMP-0706,Periodo_2023,5,Medio
EMP-0706,Periodo_2024,3,Medio
EMP-0706,Periodo_2025,5,Medio
EMP-0707,Periodo_2023,3,Alto
EMP-0707,Periodo_2024,1,Bajo
EMP-0707,Periodo_2025,3,Medio
EMP-0708,Periodo_2023,2,Medio
EMP-0708,Periodo_2024,2,Bajo
EMP-0708,Periodo_2025,2,Medio
EMP-0709,Periodo_2023,4,Medio
EMP-0709,Periodo_2024,3,Medio
EMP-0709,Periodo_2025,3,Medio
EMP-0710,Periodo_2023,4,Medio
EMP-0710,Periodo_2024,3,Alto
EMP-0710,Periodo_2025,3,Medio
EMP-0711,Periodo_2023,3,Medio
EMP-0711,Periodo_2024,4,Medio
EMP-0711,Periodo_2025,3,Bajo
EMP-0712,Periodo_2023,5,Medio
EMP-0712,Periodo_2024,2,Medio
EMP-0712,Periodo_2025,3,Bajo
EMP-0713,Periodo_2023,1,Medio
EMP-0713,Periodo_2024,4,Medio
EMP-0713,Periodo_2025,2,Medio
EMP-0714,Periodo_2023,3,Medio
EMP-0714,Periodo_2024,3,Bajo
EMP-0714,Periodo_2025,3,Alto
EMP-0715,Periodo_2023,3,Medio
EMP-0715,Periodo_2024,2,Medio
EMP-0715,Periodo_2025,3,Medio
EMP-0716,Periodo_2023,4,Bajo
EMP-0716,Periodo_2024,4,Bajo
EMP-0716,Periodo_2025,1,Bajo
EMP-0717,Periodo_2023,2,Medio
EMP-0717,Periodo_2024,3,Medio
EMP-0717,Periodo_2025,2,Medio
EMP-0718,Periodo_2023,3,Medio
EMP-0718,Periodo_2024,1,Bajo
EMP-0718,Periodo_2025,3,Alto
EMP-0719,Periodo_2023,4,Bajo
EMP-0719,Periodo_2024,3,Medio
EMP-0719,Periodo_2025,3,Medio
EMP-0720,Periodo_2023,3,Medio
EMP-0720,Periodo_2024,3,Medio
EMP-0720,Periodo_2025,2,Medio
EMP-0721,Periodo_2023,3,Alto
EMP-0721,Periodo_2024,4,Bajo
EMP-0721,Periodo_2025,2,Medio
EMP-0722,Periodo_2023,3,Alto
EMP-0722,Periodo_2024,3,Alto
EMP-0722,Periodo_2025,3,Alto
EMP-0723,Periodo_2023,4,Medio
EMP-0723,Periodo_2024,3,Alto
EMP-0723,Periodo_2025,3,Alto
EMP-0724,Periodo_2023,3,Medio
EMP-0724,Periodo_2024,5,Alto
EMP-0724,Periodo_2025,4,Medio
EMP-0725,Periodo_2023,5,Medio
EMP-0725,Periodo_2024,3,Alto
EMP-0725,Periodo_2025,2,Bajo
EMP-0726,Periodo_2023,3,Bajo
EMP-0726,Periodo_2024,3,Medio
EMP-0726,Periodo_2025,1,Medio
EMP-0727,Periodo_2023,3,Bajo
EMP-0727,Periodo_2024,1,Medio
EMP-0727,Periodo_2025,2,Alto
EMP-0728,Periodo_2023,2,Medio
EMP-0728,Periodo_2024,3,Medio
EMP-0728,Periodo_2025,5,Medio
EMP-0729,Periodo_2023,3,Medio
EMP-0729,Periodo_2024,5,Medio
EMP-0729,Periodo_2025,3,Medio
EMP-0730,Periodo_2023,3,Alto
EMP-0730,Periodo_2024,1,Medio
EMP-0730,Periodo_2025,3,Bajo
EMP-0731,Periodo_2023,2,Medio
EMP-0731,Periodo_2024,3,Medio
EMP-0731,Periodo_2025,2,Medio
EMP-0732,Periodo_2023,5,Alto
EMP-0732,Periodo_2024,3,Medio
EMP-0732,Periodo_2025,3,Bajo
EMP-0733,Periodo_2023,3,Medio
EMP-0733,Periodo_2024,3,Medio
EMP-0733,Periodo_2025,3,Alto
EMP-0734,Periodo_2023,3,Medio
EMP-0734,Periodo_2024,3,Bajo
EMP-0734,Periodo_2025,4,Medio
EMP-0735,Periodo_2023,3,Medio
EMP-0735,Periodo_2024,3,Bajo
EMP-0735,Periodo_2025,5,Bajo
EMP-0736,Periodo_2023,4,Medio
EMP-0736,Periodo_2024,2,Alto
EMP-0736,Periodo_2025,3,Medio
EMP-0737,Periodo_2023,3,Medio
EMP-0737,Periodo_2024,2,Medio
EMP-0737,Periodo_2025,3,Bajo
EMP-0738,Periodo_2023,4,Medio
EMP-0738,Periodo_2024,3,Bajo
EMP-0738,Periodo_2025,3,Bajo
EMP-0739,Periodo_2023,3,Alto
EMP-0739,Periodo_2024,1,Medio
EMP-0739,Periodo_2025,2,Bajo
EMP-0740,Periodo_2023,1,Medio
EMP-0740,Periodo_2024,4,Medio
EMP-0740,Periodo_2025,4,Medio
EMP-0741,Periodo_2023,5,Bajo
EMP-0741,Periodo_2024,3,Medio
EMP-0741,Periodo_2025,3,Medio
EMP-0742,Periodo_2023,3,Medio
EMP-0742,Periodo_2024,2,Medio
EMP-0742,Periodo_2025,2,Medio
EMP-0743,Periodo_2023,3,Medio
EMP-0743,Periodo_2024,1,Medio
EMP-0743,Periodo_2025,1,Bajo
EMP-0744,Periodo_2023,2,Alto
EMP-0744,Periodo_2024,1,Medio
EMP-0744,Periodo_2025,1,Medio
EMP-0745,Periodo_2023,5,Medio
EMP-0745,Periodo_2024,4,Medio
EMP-0745,Periodo_2025,4,Medio
EMP-0746,Periodo_2023,3,Medio
EMP-0746,Periodo_2024,5,Medio
EMP-0746,Periodo_2025,5,Medio
EMP-0747,Periodo_2023,3,Medio
EMP-0747,Periodo_2024,4,Medio
EMP-0747,Periodo_2025,1,Medio
EMP-0748,Periodo_2023,5,Medio
EMP-0748,Periodo_2024,2,Medio
EMP-0748,Periodo_2025,5,Bajo
EMP-0749,Periodo_2023,3,Bajo
EMP-0749,Periodo_2024,3,Medio
EMP-0749,Periodo_2025,3,Medio
EMP-0750,Periodo_2023,3,Medio
EMP-0750,Periodo_2024,3,Alto
EMP-0750,Periodo_2025,3,Bajo
EMP-0751,Periodo_2023,1,Medio
EMP-0751,Periodo_2024,3,Medio
EMP-0751,Periodo_2025,1,Medio
EMP-0752,Periodo_2023,4,Medio
EMP-0752,Periodo_2024,3,Bajo
EMP-0752,Periodo_2025,3,Medio
EMP-0753,Periodo_2023,5,Bajo
EMP-0753,Periodo_2024,3,Medio
EMP-0753,Periodo_2025,3,Alto
EMP-0754,Periodo_2023,3,Alto
EMP-0754,Periodo_2024,1,Bajo
EMP-0754,Periodo_2025,1,Medio
EMP-0755,Periodo_2023,3,Alto
EMP-0755,Periodo_2024,3,Alto
EMP-0755,Periodo_2025,3,Medio
EMP-0756,Periodo_2023,3,Bajo
EMP-0756,Periodo_2024,3,Bajo
EMP-0756,Periodo_2025,2,Medio
EMP-0757,Periodo_2023,4,Medio
EMP-0757,Periodo_2024,2,Medio
EMP-0757,Periodo_2025,1,Medio
EMP-0758,Periodo_2023,2,Medio
EMP-0758,Periodo_2024,2,Alto
EMP-0758,Periodo_2025,3,Alto
EMP-0759,Periodo_2023,1,Medio
EMP-0759,Periodo_2024,3,Medio
EMP-0759,Periodo_2025,4,Alto
EMP-0760,Periodo_2023,3,Alto
EMP-0760,Periodo_2024,3,Alto
EMP-0760,Periodo_2025,3,Alto
EMP-0761,Periodo_2023,4,Bajo
EMP-0761,Periodo_2024,3,Medio
EMP-0761,Periodo_2025,3,Alto
EMP-0762,Periodo_2023,4,Medio
EMP-0762,Periodo_2024,3,Bajo
EMP-0762,Periodo_2025,3,Medio
EMP-0763,Periodo_2023,2,Medio
EMP-0763,Periodo_2024,3,Bajo
EMP-0763,Periodo_2025,3,Bajo
EMP-0764,Periodo_2023,4,Bajo
EMP-0764,Periodo_2024,3,Bajo
EMP-0764,Periodo_2025,3,Medio
EMP-0765,Periodo_2023,4,Alto
EMP-0765,Periodo_2024,3,Alto
EMP-0765,Periodo_2025,3,Medio
EMP-0766,Periodo_2023,3,Alto
EMP-0766,Periodo_2024,4,Bajo
EMP-0766,Periodo_2025,3,Alto
EMP-0767,Periodo_2023,4,Alto
EMP-0767,Periodo_2024,2,Medio
EMP-0767,Periodo_2025,2,Medio
EMP-0768,Periodo_2023,3,Medio
EMP-0768,Periodo_2024,2,Medio
EMP-0768,Periodo_2025,2,Medio
EMP-0769,Periodo_2023,3,Medio
EMP-0769,Periodo_2024,3,Bajo
EMP-0769,Periodo_2025,5,Medio
EMP-0770,Periodo_2023,4,Medio
EMP-0770,Periodo_2024,4,Medio
EMP-0770,Periodo_2025,2,Alto
EMP-0771,Periodo_2023,3,Medio
EMP-0771,Periodo_2024,3,Medio
EMP-0771,Periodo_2025,5,Alto
EMP-0772,Periodo_2023,3,Medio
EMP-0772,Periodo_2024,5,Alto
EMP-0772,Periodo_2025,1,Medio
EMP-0773,Periodo_2023,2,Alto
EMP-0773,Periodo_2024,2,Medio
EMP-0773,Periodo_2025,3,Alto
EMP-0774,Periodo_2023,4,Medio
EMP-0774,Periodo_2024,2,Alto
EMP-0774,Periodo_2025,2,Medio
EMP-0775,Periodo_2023,4,Medio
EMP-0775,Periodo_2024,4,Medio
EMP-0775,Periodo_2025,3,Alto
EMP-0776,Periodo_2023,1,Medio
EMP-0776,Periodo_2024,3,Bajo
EMP-0776,Periodo_2025,4,Medio
EMP-0777,Periodo_2023,2,Medio
EMP-0777,Periodo_2024,2,Bajo
EMP-0777,Periodo_2025,2,Medio
EMP-0778,Periodo_2023,4,Bajo
EMP-0778,Periodo_2024,3,Bajo
EMP-0778,Periodo_2025,2,Alto
EMP-0779,Periodo_2023,2,Bajo
EMP-0779,Periodo_2024,5,Medio
EMP-0779,Periodo_2025,2,Alto
EMP-0780,Periodo_2023,2,Medio
EMP-0780,Periodo_2024,1,Medio
EMP-0780,Periodo_2025,2,Medio
EMP-0781,Periodo_2023,3,Medio
EMP-0781,Periodo_2024,4,Alto
EMP-0781,Periodo_2025,3,Medio
EMP-0782,Periodo_2023,3,Medio
EMP-0782,Periodo_2024,3,Medio
EMP-0782,Periodo_2025,3,Alto
EMP-0783,Periodo_2023,3,Medio
EMP-0783,Periodo_2024,3,Alto
EMP-0783,Periodo_2025,4,Alto
EMP-0784,Periodo_2023,4,Medio
EMP-0784,Periodo_2024,3,Medio
EMP-0784,Periodo_2025,3,Medio
EMP-0785,Periodo_2023,4,Medio
EMP-0785,Periodo_2024,5,Alto
EMP-0785,Periodo_2025,3,Alto
EMP-0786,Periodo_2023,2,Medio
EMP-0786,Periodo_2024,2,Medio
EMP-0786,Periodo_2025,3,Medio
EMP-0787,Periodo_2023,3,Bajo
EMP-0787,Periodo_2024,2,Medio
EMP-0787,Periodo_2025,3,Medio
EMP-0788,Periodo_2023,3,Medio
EMP-0788,Periodo_2024,1,Medio
EMP-0788,Periodo_2025,3,Medio
EMP-0789,Periodo_2023,3,Medio
EMP-0789,Periodo_2024,3,Medio
EMP-0789,Periodo_2025,5,Bajo
EMP-0790,Periodo_2023,5,Alto
EMP-0790,Periodo_2024,3,Medio
EMP-0790,Periodo_2025,3,Medio
EMP-0791,Periodo_2023,4,Bajo
EMP-0791,Periodo_2024,4,Medio
EMP-0791,Periodo_2025,2,Alto
EMP-0792,Periodo_2023,3,Medio
EMP-0792,Periodo_2024,3,Alto
EMP-0792,Periodo_2025,3,Medio
EMP-0793,Periodo_2023,3,Medio
EMP-0793,Periodo_2024,3,Medio
EMP-0793,Periodo_2025,1,Medio
EMP-0794,Periodo_2023,5,Medio
EMP-0794,Periodo_2024,3,Medio
EMP-0794,Periodo_2025,4,Alto
EMP-0795,Periodo_2023,1,Medio
EMP-0795,Periodo_2024,2,Medio
EMP-0795,Periodo_2025,1,Alto
EMP-0796,Periodo_2023,5,Bajo
EMP-0796,Periodo_2024,3,Bajo
EMP-0796,Periodo_2025,4,Medio
EMP-0797,Periodo_2023,3,Bajo
EMP-0797,Periodo_2024,4,Medio
EMP-0797,Periodo_2025,1,Medio
EMP-0798,Periodo_2023,4,Medio
EMP-0798,Periodo_2024,3,Medio
EMP-0798,Periodo_2025,3,Medio
EMP-0799,Periodo_2023,5,Bajo
EMP-0799,Periodo_2024,4,Bajo
EMP-0799,Periodo_2025,3,Medio
EMP-0800,Periodo_2023,5,Bajo
EMP-0800,Periodo_2024,5,Medio
EMP-0800,Periodo_2025,3,Bajo
EMP-0801,Periodo_2023,4,Medio
EMP-0801,Periodo_2024,3,Medio
EMP-0801,Periodo_2025,4,Medio
EMP-0802,Periodo_2023,3,Alto
EMP-0802,Periodo_2024,3,Medio
EMP-0802,Periodo_2025,3,Medio
EMP-0803,Periodo_2023,2,Medio
EMP-0803,Periodo_2024,2,Medio
EMP-0803,Periodo_2025,1,Alto
EMP-0804,Periodo_2023,5,Alto
EMP-0804,Periodo_2024,2,Alto
EMP-0804,Periodo_2025,3,Medio
EMP-0805,Periodo_2023,3,Medio
EMP-0805,Periodo_2024,5,Medio
EMP-0805,Periodo_2025,3,Bajo
EMP-0806,Periodo_2023,3,Medio
EMP-0806,Periodo_2024,3,Medio
EMP-0806,Periodo_2025,2,Medio
EMP-0807,Periodo_2023,3,Medio
EMP-0807,Periodo_2024,2,Medio
EMP-0807,Periodo_2025,2,Medio
EMP-0808,Periodo_2023,2,Alto
EMP-0808,Periodo_2024,4,Medio
EMP-0808,Periodo_2025,3,Medio
EMP-0809,Periodo_2023,4,Medio
EMP-0809,Periodo_2024,3,Bajo
EMP-0809,Periodo_2025,1,Medio
EMP-0810,Periodo_2023,2,Medio
EMP-0810,Periodo_2024,2,Alto
EMP-0810,Periodo_2025,4,Medio
EMP-0811,Periodo_2023,3,Medio
EMP-0811,Periodo_2024,3,Medio
EMP-0811,Periodo_2025,1,Medio
EMP-0812,Periodo_2023,3,Alto
EMP-0812,Periodo_2024,4,Bajo
EMP-0812,Periodo_2025,4,Alto
EMP-0813,Periodo_2023,1,Medio
EMP-0813,Periodo_2024,3,Medio
EMP-0813,Periodo_2025,3,Alto
EMP-0814,Periodo_2023,3,Medio
EMP-0814,Periodo_2024,3,Medio
EMP-0814,Periodo_2025,5,Medio
EMP-0815,Periodo_2023,3,Medio
EMP-0815,Periodo_2024,1,Medio
EMP-0815,Periodo_2025,4,Medio
EMP-0816,Periodo_2023,3,Medio
EMP-0816,Periodo_2024,3,Bajo
EMP-0816,Periodo_2025,3,Alto
EMP-0817,Periodo_2023,4,Medio
EMP-0817,Periodo_2024,1,Medio
EMP-0817,Periodo_2025,4,Medio
EMP-0818,Periodo_2023,3,Alto
EMP-0818,Periodo_2024,3,Medio
EMP-0818,Periodo_2025,3,Bajo
EMP-0819,Periodo_2023,2,Alto
EMP-0819,Periodo_2024,3,Medio
EMP-0819,Periodo_2025,3,Alto
EMP-0820,Periodo_2023,4,Bajo
EMP-0820,Periodo_2024,3,Medio
EMP-0820,Periodo_2025,3,Medio
EMP-0821,Periodo_2023,2,Alto
EMP-0821,Periodo_2024,3,Medio
EMP-0821,Periodo_2025,2,Medio
EMP-0822,Periodo_2023,3,Bajo
EMP-0822,Periodo_2024,3,Medio
EMP-0822,Periodo_2025,4,Medio
EMP-0823,Periodo_2023,3,Medio
EMP-0823,Periodo_2024,2,Medio
EMP-0823,Periodo_2025,3,Medio
EMP-0824,Periodo_2023,5,Medio
EMP-0824,Periodo_2024,3,Medio
EMP-0824,Periodo_2025,3,Bajo
EMP-0825,Periodo_2023,4,Medio
EMP-0825,Periodo_2024,3,Bajo
EMP-0825,Periodo_2025,1,Medio
EMP-0826,Periodo_2023,3,Medio
EMP-0826,Periodo_2024,3,Medio
EMP-0826,Periodo_2025,4,Medio
EMP-0827,Periodo_2023,3,Medio
EMP-0827,Periodo_2024,4,Alto
EMP-0827,Periodo_2025,1,Alto
EMP-0828,Periodo_2023,3,Medio
EMP-0828,Periodo_2024,3,Medio
EMP-0828,Periodo_2025,3,Medio
EMP-0829,Periodo_2023,3,Medio
EMP-0829,Periodo_2024,2,Bajo
EMP-0829,Periodo_2025,1,Medio
EMP-0830,Periodo_2023,4,Medio
EMP-0830,Periodo_2024,3,Medio
EMP-0830,Periodo_2025,3,Alto
EMP-0831,Periodo_2023,3,Medio
EMP-0831,Periodo_2024,3,Alto
EMP-0831,Periodo_2025,2,Medio
EMP-0832,Periodo_2023,3,Medio
EMP-0832,Periodo_2024,1,Medio
EMP-0832,Periodo_2025,2,Alto
EMP-0833,Periodo_2023,3,Bajo
EMP-0833,Periodo_2024,3,Medio
EMP-0833,Periodo_2025,2,Medio
EMP-0834,Periodo_2023,2,Medio
EMP-0834,Periodo_2024,3,Alto
EMP-0834,Periodo_2025,3,Bajo
EMP-0835,Periodo_2023,3,Alto
EMP-0835,Periodo_2024,4,Alto
EMP-0835,Periodo_2025,3,Medio
EMP-0836,Periodo_2023,3,Bajo
EMP-0836,Periodo_2024,2,Medio
EMP-0836,Periodo_2025,4,Alto
EMP-0837,Periodo_2023,2,Alto
EMP-0837,Periodo_2024,2,Medio
EMP-0837,Periodo_2025,1,Medio
EMP-0838,Periodo_2023,3,Medio
EMP-0838,Periodo_2024,3,Alto
EMP-0838,Periodo_2025,1,Medio
EMP-0839,Periodo_2023,3,Alto
EMP-0839,Periodo_2024,2,Alto
EMP-0839,Periodo_2025,2,Medio
EMP-0840,Periodo_2023,1,Medio
EMP-0840,Periodo_2024,3,Bajo
EMP-0840,Periodo_2025,3,Alto
EMP-0841,Periodo_2023,3,Bajo
EMP-0841,Periodo_2024,3,Bajo
EMP-0841,Periodo_2025,3,Medio
EMP-0842,Periodo_2023,3,Medio
EMP-0842,Periodo_2024,3,Alto
EMP-0842,Periodo_2025,5,Bajo
EMP-0843,Periodo_2023,4,Medio
EMP-0843,Periodo_2024,3,Medio
EMP-0843,Periodo_2025,3,Alto
EMP-0844,Periodo_2023,3,Bajo
EMP-0844,Periodo_2024,2,Medio
EMP-0844,Periodo_2025,3,Medio
EMP-0845,Periodo_2023,3,Medio
EMP-0845,Periodo_2024,2,Bajo
EMP-0845,Periodo_2025,2,Bajo
EMP-0846,Periodo_2023,4,Medio
EMP-0846,Periodo_2024,4,Alto
EMP-0846,Periodo_2025,5,Bajo
EMP-0847,Periodo_2023,5,Medio
EMP-0847,Periodo_2024,4,Bajo
EMP-0847,Periodo_2025,2,Alto
EMP-0848,Periodo_2023,3,Bajo
EMP-0848,Periodo_2024,3,Alto
EMP-0848,Periodo_2025,3,Alto
EMP-0849,Periodo_2023,3,Medio
EMP-0849,Periodo_2024,3,Medio
EMP-0849,Periodo_2025,3,Medio
EMP-0850,Periodo_2023,3,Medio
EMP-0850,Periodo_2024,3,Medio
EMP-0850,Periodo_2025,2,Bajo
EMP-0851,Periodo_2023,3,Alto
EMP-0851,Periodo_2024,3,Bajo
EMP-0851,Periodo_2025,3,Medio
EMP-0852,Periodo_2023,3,Medio
EMP-0852,Periodo_2024,3,Medio
EMP-0852,Periodo_2025,2,Bajo
EMP-0853,Periodo_2023,4,Medio
EMP-0853,Periodo_2024,5,Medio
EMP-0853,Periodo_2025,4,Bajo
EMP-0854,Periodo_2023,5,Medio
EMP-0854,Periodo_2024,4,Bajo
EMP-0854,Periodo_2025,2,Medio
EMP-0855,Periodo_2023,3,Bajo
EMP-0855,Periodo_2024,3,Bajo
EMP-0855,Periodo_2025,4,Medio
EMP-0856,Periodo_2023,3,Medio
EMP-0856,Periodo_2024,4,Alto
EMP-0856,Periodo_2025,3,Medio
EMP-0857,Periodo_2023,3,Medio
EMP-0857,Periodo_2024,4,Medio
EMP-0857,Periodo_2025,3,Medio
EMP-0858,Periodo_2023,5,Alto
EMP-0858,Periodo_2024,4,Medio
EMP-0858,Periodo_2025,3,Alto
EMP-0859,Periodo_2023,2,Medio
EMP-0859,Periodo_2024,2,Medio
EMP-0859,Periodo_2025,2,Alto
EMP-0860,Periodo_2023,2,Medio
EMP-0860,Periodo_2024,4,Alto
EMP-0860,Periodo_2025,3,Medio
EMP-0861,Periodo_2023,5,Medio
EMP-0861,Periodo_2024,3,Medio
EMP-0861,Periodo_2025,1,Medio
EMP-0862,Periodo_2023,3,Medio
EMP-0862,Periodo_2024,1,Alto
EMP-0862,Periodo_2025,3,Medio
EMP-0863,Periodo_2023,5,Medio
EMP-0863,Periodo_2024,4,Medio
EMP-0863,Periodo_2025,4,Medio
EMP-0864,Periodo_2023,3,Medio
EMP-0864,Periodo_2024,3,Medio
EMP-0864,Periodo_2025,4,Medio
EMP-0865,Periodo_2023,4,Medio
EMP-0865,Periodo_2024,2,Alto
EMP-0865,Periodo_2025,4,Medio
EMP-0866,Periodo_2023,5,Medio
EMP-0866,Periodo_2024,3,Medio
EMP-0866,Periodo_2025,5,Alto
EMP-0867,Periodo_2023,2,Medio
EMP-0867,Periodo_2024,4,Medio
EMP-0867,Periodo_2025,3,Medio
EMP-0868,Periodo_2023,3,Medio
EMP-0868,Periodo_2024,3,Medio
EMP-0868,Periodo_2025,2,Medio
EMP-0869,Periodo_2023,3,Medio
EMP-0869,Periodo_2024,3,Bajo
EMP-0869,Periodo_2025,4,Medio
EMP-0870,Periodo_2023,3,Bajo
EMP-0870,Periodo_2024,2,Alto
EMP-0870,Periodo_2025,3,Medio
EMP-0871,Periodo_2023,2,Medio
EMP-0871,Periodo_2024,4,Medio
EMP-0871,Periodo_2025,2,Alto
EMP-0872,Periodo_2023,4,Bajo
EMP-0872,Periodo_2024,3,Bajo
EMP-0872,Periodo_2025,4,Medio
EMP-0873,Periodo_2023,5,Bajo
EMP-0873,Periodo_2024,3,Bajo
EMP-0873,Periodo_2025,3,Bajo
EMP-0874,Periodo_2023,3,Alto
EMP-0874,Periodo_2024,1,Medio
EMP-0874,Periodo_2025,3,Alto
EMP-0875,Periodo_2023,3,Alto
EMP-0875,Periodo_2024,3,Medio
EMP-0875,Periodo_2025,4,Medio
EMP-0876,Periodo_2023,4,Alto
EMP-0876,Periodo_2024,2,Medio
EMP-0876,Periodo_2025,1,Medio
EMP-0877,Periodo_2023,2,Medio
EMP-0877,Periodo_2024,4,Alto
